Date,Ticker,Open,High,Low,Close,Volume,Currency
2020-10-22,EMB.DE,107.191,107.358,106.865,106.885,4376778.8933684,
2020-10-23,EMB.DE,107.151,107.428,106.944,107.388,3224242.736467,
2020-10-26,EMB.DE,107.211,107.31,106.944,107.004,2895822.8184084,
2020-10-27,EMB.DE,107.418,107.655,107.024,107.635,3712088.3536717,
2020-10-28,EMB.DE,107.319,107.358,106.688,106.718,6104161.5750533,
2020-10-29,EMB.DE,106.588,106.845,106.431,106.757,5035323.3784503,
2020-10-30,EMB.DE,106.638,106.688,106.274,106.461,4174097.853356,
2020-11-02,EMB.DE,106.303,106.549,106.204,106.254,5807116.1111387,
2020-11-03,EMB.DE,106.944,107.171,106.549,107.112,4795486.4604736,
2020-11-04,EMB.DE,107.715,109.304,107.715,109.186,8692746.4859762,
2020-11-05,EMB.DE,109.749,109.896,109.156,109.6,7931545.2650061,
2020-11-06,EMB.DE,109.245,109.363,108.869,109.126,6139715.1032483,
2020-11-09,EMB.DE,110.548,110.656,109.472,109.639,7087165.6826199,
2020-11-10,EMB.DE,109.294,109.779,109.116,109.522,3763536.745919,
2020-11-11,EMB.DE,109.996,110.153,109.836,109.936,2849146.0252531,
2020-11-12,EMB.DE,110.213,110.242,109.649,109.729,5066810.2604228,
2020-11-13,EMB.DE,110.073,110.173,109.926,110.153,2314186.0579396,
2020-11-16,EMB.DE,110.38,110.449,110.213,110.4,2767596.3480526,
2020-11-17,EMB.DE,110.203,110.31,109.846,110.203,4181562.656011,
2020-11-18,EMB.DE,110.33,110.42,110.054,110.103,2659535.9863618,
2020-11-19,EMB.DE,110.301,110.43,110.133,110.36,3959413.3701598,
2020-11-20,EMB.DE,110.44,110.538,110.252,110.44,3528110.847693,
2020-11-23,EMB.DE,110.766,110.766,110.272,110.35,3041741.9852062,
2020-11-24,EMB.DE,110.577,110.587,110.459,110.499,4120859.7316254,
2020-11-25,EMB.DE,110.449,110.647,110.282,110.42,3294934.5188966,
2020-11-27,EMB.DE,110.814,110.883,110.479,110.776,2287611.5630604,
2020-11-30,EMB.DE,110.557,110.873,110.063,110.557,4919107.4413216,
2020-12-01,EMB.DE,110.706,110.873,110.548,110.844,11339607.500774,
2020-12-02,EMB.DE,111.003,111.033,110.786,110.903,6001505.8520284,
2020-12-03,EMB.DE,111.347,111.367,111.2,111.367,6605247.3415532,
2020-12-04,EMB.DE,111.554,111.584,111.377,111.457,3820432.3170915,
2020-12-07,EMB.DE,111.367,111.467,111.307,111.437,3524289.3143934,
2020-12-08,EMB.DE,111.26,111.377,111.17,111.26,2843727.2065007,
2020-12-09,EMB.DE,111.13,111.614,110.854,110.993,6535507.6506428,
2020-12-10,EMB.DE,111.13,111.634,110.993,111.535,5103901.3151348,
2020-12-11,EMB.DE,111.516,111.654,111.407,111.594,3983168.0535612,
2020-12-14,EMB.DE,111.693,111.743,111.298,111.594,2607985.2949194,
2020-12-15,EMB.DE,111.792,112.01,111.664,111.98,3255396.3864078,
2020-12-16,EMB.DE,112.049,112.197,111.14,112.058,3265669.8590443,
2020-12-17,EMB.DE,111.99,112.157,111.841,112.039,5714765.2595131,
2020-12-18,EMB.DE,112.03,112.058,111.753,111.891,2726895.4484745,
2020-12-21,EMB.DE,111.447,111.584,111.23,111.564,4618768.1458963,
2020-12-22,EMB.DE,111.684,111.763,111.604,111.703,2166991.6962242,
2020-12-23,EMB.DE,111.891,111.97,111.703,111.871,1410440.5307479,
2020-12-24,EMB.DE,111.99,112.177,111.92,112.157,1099582.6497632,
2020-12-28,EMB.DE,112.02,112.296,111.95,112.187,2546831.6463573,
2020-12-29,EMB.DE,112.177,112.444,112.177,112.354,2760568.0894877,
2020-12-30,EMB.DE,112.444,112.542,111.763,112.494,1958764.2166814,
2020-12-31,EMB.DE,112.513,112.601,112.404,112.551,1843853.8603699,
2021-01-04,EMB.DE,112.661,112.73,111.891,111.94,7366930.6854628,
2021-01-05,EMB.DE,112.068,112.068,111.802,112.02,3682353.7252398,
2021-01-06,EMB.DE,111.347,111.367,111.08,111.21,4938653.6776359,
2021-01-07,EMB.DE,111.24,111.24,110.943,111.17,2863212.6710159,
2021-01-08,EMB.DE,111.25,111.279,110.983,111.23,4979095.2842045,
2021-01-11,EMB.DE,110.786,110.814,110.282,110.36,4991769.242905,
2021-01-12,EMB.DE,109.856,110.026,109.551,109.826,7529541.8397444,
2021-01-13,EMB.DE,110.173,110.538,110.123,110.35,6060132.4066117,
2021-01-14,EMB.DE,110.637,110.637,110.016,110.026,4505390.2517851,
2021-01-15,EMB.DE,110.173,110.291,109.926,110.153,2829828.6960486,
2021-01-19,EMB.DE,110.37,110.43,110.193,110.31,4148252.6200658,
2021-01-20,EMB.DE,110.41,110.519,110.32,110.44,3177266.1357696,
2021-01-21,EMB.DE,110.44,110.538,110.252,110.509,2725791.4274577,
2021-01-22,EMB.DE,110.37,110.587,110.35,110.557,2117912.3912781,
2021-01-25,EMB.DE,110.814,111.003,110.647,111.003,2888134.17296,
2021-01-26,EMB.DE,110.883,110.913,110.814,110.854,3280188.2418471,
2021-01-27,EMB.DE,110.647,110.666,110.32,110.34,4876705.9442324,
2021-01-28,EMB.DE,110.489,110.756,110.44,110.567,4263230.8382198,
2021-01-29,EMB.DE,110.469,110.776,110.41,110.557,4793946.90823,
2021-02-01,EMB.DE,110.33,110.893,110.33,110.756,4914926.3415441,
2021-02-02,EMB.DE,110.676,110.834,110.617,110.756,6135661.6242488,
2021-02-03,EMB.DE,110.766,110.766,110.479,110.479,2911117.0545131,
2021-02-04,EMB.DE,110.519,110.863,110.35,110.795,3271992.1518764,
2021-02-05,EMB.DE,111.13,111.15,110.834,110.923,3436079.0480125,
2021-02-08,EMB.DE,110.756,110.933,110.567,110.923,5306894.3170492,
2021-02-09,EMB.DE,110.854,110.854,110.509,110.519,2823994.6033358,
2021-02-10,EMB.DE,110.766,110.795,110.627,110.746,2043444.6543984,
2021-02-11,EMB.DE,110.903,111.033,110.696,110.814,3466735.3820642,
2021-02-12,EMB.DE,110.567,110.567,110.133,110.203,6718506.7306561,
2021-02-16,EMB.DE,109.916,109.926,108.829,108.849,8750899.0205266,
2021-02-17,EMB.DE,108.859,109.502,108.859,109.452,6246408.0994594,
2021-02-18,EMB.DE,109.363,109.412,109.076,109.333,2731363.1885711,
2021-02-19,EMB.DE,109.235,109.275,108.742,108.752,4658767.1311948,
2021-02-22,EMB.DE,107.942,108.297,107.872,108.021,5183675.4429385,
2021-02-23,EMB.DE,107.991,108.188,107.595,108.149,7389917.618469,
2021-02-24,EMB.DE,107.3,108.485,107.3,108.307,5581749.9713889,
2021-02-25,EMB.DE,107.528,107.725,106.075,106.371,10111415.518321,
2021-02-26,EMB.DE,106.905,106.944,106.371,106.855,8299775.7757861,
2021-03-01,EMB.DE,107.368,107.695,107.231,107.448,5146268.3748713,
2021-03-02,EMB.DE,107.348,107.665,107.221,107.378,6017884.8647468,
2021-03-03,EMB.DE,107.132,107.132,106.727,106.737,5308283.9655218,
2021-03-04,EMB.DE,106.727,106.915,105.77,105.819,8928095.40659,
2021-03-05,EMB.DE,105.957,105.957,105.404,105.8,12531707.111746,
2021-03-08,EMB.DE,105.267,105.267,103.953,103.973,10157308.355267,
2021-03-09,EMB.DE,105.069,105.444,105.04,105.197,8413209.3773798,
2021-03-10,EMB.DE,105.344,106.284,105.344,106.214,5862861.0695817,
2021-03-11,EMB.DE,106.954,107.141,106.381,107.014,7179629.974937,
2021-03-12,EMB.DE,106.075,106.085,105.493,105.661,6144957.6837832,
2021-03-15,EMB.DE,106.037,106.371,105.75,106.351,3982052.8910478,
2021-03-16,EMB.DE,106.787,107.034,106.578,106.727,4433664.3359076,
2021-03-17,EMB.DE,106.274,108.288,105.878,107.615,10097792.506691,
2021-03-18,EMB.DE,106.224,106.757,105.917,106.154,7738121.7957219,
2021-03-19,EMB.DE,106.234,106.618,105.957,106.471,4877916.3158976,
2021-03-22,EMB.DE,106.174,106.915,106.066,106.708,4738103.7020451,
2021-03-23,EMB.DE,106.777,106.777,106.294,106.321,4781763.1753755,
2021-03-24,EMB.DE,106.618,106.757,106.284,106.559,4383556.9746937,
2021-03-25,EMB.DE,106.53,106.559,106.075,106.401,3962721.381757,
2021-03-26,EMB.DE,106.312,106.441,106.114,106.441,2050430.3727039,
2021-03-29,EMB.DE,106.174,106.381,105.79,105.888,7575091.3160266,
2021-03-30,EMB.DE,105.444,105.957,105.334,105.937,6219350.4687774,
2021-03-31,EMB.DE,105.77,106.411,105.77,106.075,9074836.005539,
2021-04-01,EMB.DE,106.214,106.618,106.056,106.568,7928899.666019,
2021-04-05,EMB.DE,106.007,106.441,106.007,106.441,3217645.9576757,
2021-04-06,EMB.DE,106.658,106.925,106.471,106.806,3891705.4830656,
2021-04-07,EMB.DE,106.608,106.934,106.341,106.431,3278527.1460052,
2021-04-08,EMB.DE,106.708,107.053,106.678,107.053,3173292.6729723,
2021-04-09,EMB.DE,106.718,106.816,106.52,106.757,5608835.9622438,
2021-04-12,EMB.DE,107.082,107.082,106.835,106.934,2813758.6066422,
2021-04-13,EMB.DE,106.895,107.508,106.816,107.488,3357015.9502582,
2021-04-14,EMB.DE,107.438,107.528,107.3,107.398,3325545.2740988,
2021-04-15,EMB.DE,108.001,108.839,107.912,108.702,7118787.2754136,
2021-04-16,EMB.DE,108.475,108.475,108.218,108.346,3424219.4314199,
2021-04-19,EMB.DE,108.307,108.366,108.149,108.268,3237368.4322074,
2021-04-20,EMB.DE,108.139,108.139,107.922,108.001,2588185.8427755,
2021-04-21,EMB.DE,107.971,108.258,107.932,108.208,1714224.5743184,
2021-04-22,EMB.DE,108.326,108.435,108.208,108.366,1593554.0643162,
2021-04-23,EMB.DE,108.356,108.563,108.228,108.554,1986411.3338147,
2021-04-26,EMB.DE,107.832,108.395,107.832,108.06,2818859.3863126,
2021-04-27,EMB.DE,107.892,107.902,107.378,107.468,3372960.4446131,
2021-04-28,EMB.DE,107.458,107.962,107.358,107.832,4179432.604453,
2021-04-29,EMB.DE,107.882,107.971,107.538,107.962,3393863.9177738,
2021-04-30,EMB.DE,107.981,108.288,107.902,108.268,3877278.2579614,
2021-05-03,EMB.DE,107.912,108.188,107.665,107.784,3344930.4651457,
2021-05-04,EMB.DE,107.764,108.021,107.605,107.882,4352207.8421325,
2021-05-05,EMB.DE,107.764,108.05,107.764,108.031,2090366.5604767,
2021-05-06,EMB.DE,108.05,108.336,108.011,108.238,2579084.2529984,
2021-05-07,EMB.DE,108.702,108.919,108.505,108.722,5136038.4553575,
2021-05-10,EMB.DE,108.622,108.712,108.385,108.475,2779995.8207939,
2021-05-11,EMB.DE,107.942,108.258,107.942,108.228,2617936.6770206,
2021-05-12,EMB.DE,107.745,107.832,107.201,107.241,5461688.1922411,
2021-05-13,EMB.DE,107.448,107.902,107.261,107.794,3626769.8120643,
2021-05-14,EMB.DE,108.346,108.475,108.188,108.356,3830442.4452652,
2021-05-17,EMB.DE,108.258,108.307,108.149,108.297,1534611.4963776,
2021-05-18,EMB.DE,108.475,108.475,108.278,108.288,1968561.6435583,
2021-05-19,EMB.DE,107.991,108.169,107.635,107.784,3892054.9209104,
2021-05-20,EMB.DE,108.188,108.602,108.129,108.535,2953141.7664478,
2021-05-21,EMB.DE,108.544,108.592,108.248,108.316,1831353.1012968,
2021-05-24,EMB.DE,108.395,108.672,108.346,108.435,1732689.0726088,
2021-05-25,EMB.DE,108.505,108.979,108.505,108.969,2610713.9486986,
2021-05-26,EMB.DE,109.116,109.116,108.869,108.959,2053675.5867754,
2021-05-27,EMB.DE,108.425,108.819,108.425,108.752,2811483.7156296,
2021-05-28,EMB.DE,108.909,109.215,108.829,108.979,3550162.9078565,
2021-06-01,EMB.DE,109.106,109.412,108.909,109.126,1981375.3773966,
2021-06-02,EMB.DE,109.373,109.373,109.136,109.285,2791486.7551387,
2021-06-03,EMB.DE,109.018,109.018,108.722,108.752,3372774.0777625,
2021-06-04,EMB.DE,109.076,109.58,109.038,109.472,2685483.5188472,
2021-06-07,EMB.DE,109.323,109.363,109.225,109.235,1590796.0375008,
2021-06-08,EMB.DE,109.719,109.789,109.6,109.659,3987495.0056565,
2021-06-09,EMB.DE,110.183,110.252,109.996,110.044,3936352.4981312,
2021-06-10,EMB.DE,109.789,110.242,109.522,110.213,3366841.737308,
2021-06-11,EMB.DE,110.44,110.449,110.183,110.34,2151038.0860994,
2021-06-14,EMB.DE,110.163,110.173,109.59,109.679,4785775.1269788,
2021-06-15,EMB.DE,109.522,109.996,109.383,109.916,7916694.6630348,
2021-06-16,EMB.DE,109.808,109.986,108.485,108.989,6563741.2156373,
2021-06-17,EMB.DE,109.393,109.739,109.225,109.412,5359211.7460235,
2021-06-18,EMB.DE,109.6,110.093,109.6,109.729,6768284.9112918,
2021-06-21,EMB.DE,109.541,109.789,109.432,109.659,3047548.7306094,
2021-06-22,EMB.DE,109.363,109.649,109.205,109.61,2997705.7267215,
2021-06-23,EMB.DE,109.679,109.798,109.551,109.739,2146170.2649922,
2021-06-24,EMB.DE,109.739,109.836,109.689,109.779,2562257.5546933,
2021-06-25,EMB.DE,110.006,110.006,109.422,109.59,3799071.029711,
2021-06-28,EMB.DE,109.739,109.856,109.619,109.789,3186984.5593076,
2021-06-29,EMB.DE,109.57,109.769,109.541,109.769,3209220.9605951,
2021-06-30,EMB.DE,109.659,110.083,109.659,109.906,9951104.576635,
2021-07-01,EMB.DE,109.472,109.532,109.285,109.452,5784252.7474573,
2021-07-02,EMB.DE,109.245,109.669,109.235,109.58,3754156.6187293,
2021-07-06,EMB.DE,109.265,109.719,109.265,109.709,4962243.2643165,
2021-07-07,EMB.DE,109.886,109.946,109.699,109.856,3686144.8726397,
2021-07-08,EMB.DE,109.502,109.817,109.502,109.639,3828310.3679803,
2021-07-09,EMB.DE,109.639,109.719,109.502,109.61,3464828.1604359,
2021-07-12,EMB.DE,109.719,109.769,109.522,109.679,3350822.2910675,
2021-07-13,EMB.DE,109.61,109.789,109.225,109.285,5304243.6537455,
2021-07-14,EMB.DE,109.709,109.826,109.61,109.759,3437151.6702665,
2021-07-15,EMB.DE,109.916,110.173,109.798,110.093,4303043.4566677,
2021-07-16,EMB.DE,110.083,110.143,109.936,109.946,2755519.9787098,
2021-07-19,EMB.DE,110.183,110.183,109.876,109.966,4962378.9880011,
2021-07-20,EMB.DE,110.262,110.36,110.054,110.272,5355209.9230533,
2021-07-21,EMB.DE,109.866,109.946,109.689,109.846,4248934.2724835,
2021-07-22,EMB.DE,109.896,110.133,109.826,110.093,2940588.3384823,
2021-07-23,EMB.DE,109.817,110.143,109.808,110.103,2586291.7883706,
2021-07-26,EMB.DE,109.936,110.073,109.759,109.798,3372402.3569248,
2021-07-27,EMB.DE,109.906,109.906,109.353,109.512,4421986.0218489,
2021-07-28,EMB.DE,109.412,109.798,109.313,109.789,3859142.9402493,
2021-07-29,EMB.DE,109.789,109.926,109.769,109.876,2983296.7331569,
2021-07-30,EMB.DE,109.826,110.262,109.789,110.173,6821113.8362417,
2021-08-02,EMB.DE,110.123,110.193,109.789,109.976,6800649.9457611,
2021-08-03,EMB.DE,110.093,110.093,109.896,110.026,3070764.5707256,
2021-08-04,EMB.DE,110.242,110.282,109.759,110.073,3748059.1815539,
2021-08-05,EMB.DE,110.026,110.083,109.886,110.006,1755849.2052425,
2021-08-06,EMB.DE,109.659,109.729,109.383,109.422,6566542.7955753,
2021-08-09,EMB.DE,109.363,109.492,109.038,109.066,4981327.6349578,
2021-08-10,EMB.DE,109.255,109.285,108.979,109.047,2898538.3049645,
2021-08-11,EMB.DE,109.146,109.304,108.939,109.116,4189660.4982399,
2021-08-12,EMB.DE,109.066,109.294,108.998,109.255,2411192.0293757,
2021-08-13,EMB.DE,109.412,109.808,109.294,109.779,3700803.0305805,
2021-08-16,EMB.DE,109.719,109.856,109.679,109.789,2148465.4132712,
2021-08-17,EMB.DE,109.541,109.729,109.541,109.699,3279787.1479731,
2021-08-18,EMB.DE,109.689,109.789,109.512,109.61,2417121.3312403,
2021-08-19,EMB.DE,109.56,109.739,109.482,109.719,1871449.3214738,
2021-08-20,EMB.DE,109.729,109.789,109.512,109.56,4535325.4271542,
2021-08-23,EMB.DE,109.739,109.986,109.619,109.966,3381998.2240012,
2021-08-24,EMB.DE,109.966,110.083,109.846,110.035,2041048.2197876,
2021-08-25,EMB.DE,110.143,110.143,109.896,109.956,1723139.797245,
2021-08-26,EMB.DE,109.876,109.926,109.699,109.789,2534752.2384246,
2021-08-27,EMB.DE,109.946,110.529,109.808,110.489,5079464.9747202,
2021-08-30,EMB.DE,110.38,110.805,110.38,110.786,2278012.657394,
2021-08-31,EMB.DE,110.963,111.07,110.736,110.824,5511026.7901965,
2021-09-01,EMB.DE,111.003,111.08,110.863,111.023,5871978.8651721,
2021-09-02,EMB.DE,111.1,111.317,111.013,111.317,3827914.338423,
2021-09-03,EMB.DE,110.943,111.1,110.883,110.963,4563749.4104523,
2021-09-07,EMB.DE,110.873,110.883,110.656,110.656,3568898.8535164,
2021-09-08,EMB.DE,110.776,110.923,110.686,110.854,3305891.6742728,
2021-09-09,EMB.DE,110.746,111.16,110.686,111.042,4462731.4874131,
2021-09-10,EMB.DE,110.953,110.983,110.617,110.686,3198643.6289633,
2021-09-13,EMB.DE,110.587,110.933,110.587,110.834,3434646.8592807,
2021-09-14,EMB.DE,111.042,111.21,110.943,111.052,2152356.8341397,
2021-09-15,EMB.DE,110.834,111.042,110.834,111.033,2130210.5776876,
2021-09-16,EMB.DE,110.548,110.805,110.548,110.656,4227858.6125587,
2021-09-17,EMB.DE,110.489,110.499,110.291,110.291,4653909.4387208,
2021-09-20,EMB.DE,110.006,110.163,109.619,109.789,8212638.1316591,
2021-09-21,EMB.DE,110.223,110.223,109.886,109.986,3692347.6476003,
2021-09-22,EMB.DE,109.986,110.272,109.866,110.054,5088202.9465663,
2021-09-23,EMB.DE,109.956,110.035,109.106,109.215,8593007.8093076,
2021-09-24,EMB.DE,109.086,109.116,108.632,108.762,6054669.0218734,
2021-09-27,EMB.DE,108.475,108.563,108.238,108.435,5703978.2651744,
2021-09-28,EMB.DE,107.981,108.041,107.755,107.822,6164608.2450193,
2021-09-29,EMB.DE,107.842,108.297,107.832,107.922,6008915.9600643,
2021-09-30,EMB.DE,108.188,108.208,107.882,107.902,6002179.4061351,
2021-10-01,EMB.DE,107.585,107.725,107.191,107.538,8562343.3723496,
2021-10-04,EMB.DE,107.348,107.518,106.944,107.024,11778459.906415,
2021-10-05,EMB.DE,107.171,107.171,106.905,107.082,6871468.3361055,
2021-10-06,EMB.DE,106.777,106.974,106.481,106.865,9330234.5555363,
2021-10-07,EMB.DE,107.171,107.319,106.954,106.984,5748533.109678,
2021-10-08,EMB.DE,107.053,107.053,106.688,106.718,4248245.5254273,
2021-10-11,EMB.DE,106.588,106.777,106.391,106.421,2037486.9923608,
2021-10-12,EMB.DE,106.588,106.797,106.53,106.767,5536027.2954793,
2021-10-13,EMB.DE,106.905,107.478,106.905,107.438,6353867.8332025,
2021-10-14,EMB.DE,107.784,107.991,107.695,107.902,6649768.7615675,
2021-10-15,EMB.DE,107.715,107.882,107.518,107.774,6358523.9658761,
2021-10-18,EMB.DE,107.438,107.595,107.191,107.418,6480431.1819898,
2021-10-19,EMB.DE,107.448,107.595,107.3,107.339,6074848.2977616,
2021-10-20,EMB.DE,107.281,107.528,107.251,107.398,4353496.2042733,
2021-10-21,EMB.DE,107.261,107.281,106.895,106.944,8246001.8493602,
2021-10-22,EMB.DE,107.161,107.368,106.984,107.358,6213829.3508299,
2021-10-25,EMB.DE,107.31,107.508,107.31,107.438,4705110.6923184,
2021-10-26,EMB.DE,107.635,107.745,107.565,107.665,3612566.4297533,
2021-10-27,EMB.DE,108.021,108.525,107.902,108.297,7587546.4962503,
2021-10-28,EMB.DE,108.119,108.268,108.05,108.099,6640324.8239886,
2021-10-29,EMB.DE,107.832,107.991,107.595,107.735,6683797.9304685,
2021-11-01,EMB.DE,107.132,107.319,106.984,107.082,9363006.7610596,
2021-11-02,EMB.DE,107.378,107.458,107.092,107.221,3565964.5884835,
2021-11-03,EMB.DE,107.132,107.358,106.806,107.063,5536133.6461278,
2021-11-04,EMB.DE,107.418,107.902,107.31,107.832,6568636.3840541,
2021-11-05,EMB.DE,108.178,108.712,108.05,108.642,8931038.7873927,
2021-11-08,EMB.DE,108.563,108.682,108.475,108.544,5992918.7968169,
2021-11-09,EMB.DE,108.762,108.899,108.445,108.742,3800034.2627265,
2021-11-10,EMB.DE,108.356,108.366,107.024,107.151,12746668.106629,
2021-11-11,EMB.DE,107.348,107.538,107.132,107.151,4575127.9169689,
2021-11-12,EMB.DE,107.547,107.565,107.251,107.428,4567019.9461068,
2021-11-15,EMB.DE,107.358,107.605,107.053,107.141,4241056.2215947,
2021-11-16,EMB.DE,107.122,107.3,106.895,106.905,3763356.4562484,
2021-11-17,EMB.DE,106.905,107.044,106.688,107.024,4485473.3074963,
2021-11-18,EMB.DE,106.984,107.329,106.925,107.291,6475703.1360204,
2021-11-19,EMB.DE,107.319,107.408,107.211,107.261,7062500.4350953,
2021-11-22,EMB.DE,107.004,107.151,106.105,106.154,6457247.7534998,
2021-11-23,EMB.DE,105.819,105.947,105.404,105.484,8088159.2555806,
2021-11-24,EMB.DE,105.611,105.72,105.424,105.651,6261641.5637649,
